Q,Change in Unemployment Rate,Change in Normalized AQI,City,Quadrant
2021-1,-0.16666666666666696,0.002339163451651416,Thiruvananthapuram,3
2021-1,-3.576666666666667,0.013674680830491115,Varanasi,3
2021-1,-1.756666666666666,0.045720261972614834,Visakhapatnam,3
2021-1,0.8766666666666669,-0.006338424021372933,Gangtok,2
2021-2,1.2299999999999986,-0.11058447547328798,Agartala,2
2021-2,1.46,-0.1014247081412207,Agra,2
2021-2,3.0233333333333317,-0.036348984356065546,Aizwal,2
2021-2,-0.07000000000000028,-0.13709435477534687,Amritsar,4
2021-2,10.043333333333333,0.008911495711192319,Asansol,1
2021-2,1.4733333333333332,-0.03397206730587349,Aurangabad,2
2021-2,1.46,-0.08800202733699275,Bareilly,2
2021-2,1.9699999999999993,-0.055884512666386894,Belgaum,2
2021-2,1.9699999999999993,0.0015349367761677002,Bengaluru,1
2021-2,-0.27333333333333343,-0.05868764679911871,Bhopal,4
2021-2,-0.07000000000000028,-0.057360959672193707,Chandigarh,4
2021-2,8.936666666666666,-0.09343262989497775,Chennai,2
2021-2,8.936666666666666,-0.03206550058300012,Coimbatore,2
2021-2,1.2866666666666653,-0.04041379154472183,Dehradun,2
2021-2,17.256666666666668,-0.18889845072278966,Delhi,2
2021-2,6.720000000000002,-0.20890600420696642,Faridabad,2
2021-2,-0.8733333333333331,-0.049857725837420666,Gandhinagar,4
2021-2,1.46,-0.18105458605083813,Ghaziabad,2
2021-2,1.46,-0.0997835668180985,Gorakhpur,2
2021-2,-0.27333333333333343,-0.05075325294164222,Gwalior,4
2021-2,1.1733333333333338,-0.1945790938597586,Hyderabad,2
2021-2,3.0233333333333317,-0.0751789745317029,Imphal,2
2021-2,-0.27333333333333343,-0.0726395082714615,Indore,4
2021-2,-0.27333333333333343,-0.03780886248680107,Jabalpur,4
2021-2,6.296666666666667,-0.0638712081395351,Jaipur,2
2021-2,-0.07000000000000028,-0.1053897681746668,Jalandhar,4
2021-2,6.296666666666667,-0.06443197211342253,Jodhpur,2
2021-2,1.46,-0.10058741515942254,Kanpur,2
2021-2,10.383333333333333,-0.04611793772930739,Kochi,2
2021-2,3.0233333333333317,-0.026360083230957516,Kohima,2
2021-2,10.043333333333333,-0.4986143688603538,Kolkata,2
2021-2,6.296666666666667,-0.06415715683658077,Kota,2
2021-2,10.383333333333333,-0.04824249308174472,Kozhikode,2
2021-2,1.46,-0.11397268185063666,Lucknow,2
2021-2,-0.07000000000000028,-0.08780367983308199,Ludhiana,4
2021-2,1.9699999999999993,-0.024220719250814628,Mangalore,2
2021-2,1.46,-0.07832979239544496,Meerut,2
2021-2,1.46,-0.06663671105560878,Moradabad,2
2021-2,1.4733333333333332,-0.027561622190969137,Mumbai,2
2021-2,1.9699999999999993,-0.031338142249339604,Mysuru,2
2021-2,1.4733333333333332,-0.057761081761442165,Nashik,2
2021-2,-0.23333333333333428,-0.12655318112821332,Patna,4
2021-2,1.46,-0.08201203165408319,Prayagraj,2
2021-2,19.683333333333337,0.011867191276778905,Puducherry,1
2021-2,1.4733333333333332,-0.13380817717705706,Pune,2
2021-2,0.7833333333333332,-0.036987740495805006,Shillong,2
2021-2,1.4733333333333332,-0.02894376246879133,Solapur,2
2021-2,-3.9000000000000004,-0.09962644886208805,Srinagar,4
2021-2,10.383333333333333,-0.039315745129671696,Thiruvananthapuram,2
2021-2,1.46,-0.11771821438203411,Varanasi,2
2021-2,3.6900000000000004,-0.028382933560806844,Visakhapatnam,2
2021-2,-0.01333333333333342,-0.007544603512464963,Gangtok,4
2021-3,-0.8699999999999992,-0.016782727661817883,Agartala,4
2021-3,-0.1999999999999993,-0.038073294598155366,Agra,4
2021-3,-2.2799999999999985,-0.013666131182450397,Aizwal,4
2021-3,-0.0600000000000005,-0.005265603975283278,Amritsar,4
2021-3,-9.17666666666667,-0.006674758726635005,Asansol,4
2021-3,-0.7799999999999994,-0.013878237815679331,Aurangabad,4
2021-3,-0.1999999999999993,-0.03219228853473251,Bareilly,4
2021-3,-2.063333333333332,-0.02006127994434457,Belgaum,4
2021-3,-2.063333333333332,-0.04255029028420759,Bengaluru,4
2021-3,0.009999999999999787,-0.015026787947346187,Bhopal,2
2021-3,-0.0600000000000005,0.0074866882956856895,Chandigarh,3
2021-3,-6.853333333333333,0.05189473965129188,Chennai,3
2021-3,-6.853333333333333,-0.013101400353185876,Coimbatore,4
2021-3,-0.9099999999999993,-0.0031918218052579134,Dehradun,4
2021-3,-14.200000000000005,-0.05383126479936945,Delhi,4
2021-3,-2.2633333333333354,-0.10532635069483595,Faridabad,4
2021-3,-0.3933333333333333,0.009480357905415529,Gandhinagar,3
2021-3,-0.1999999999999993,-0.09356933813884949,Ghaziabad,4
2021-3,-0.1999999999999993,-0.01721164384514566,Gorakhpur,4
2021-3,0.009999999999999787,-0.014619510088255017,Gwalior,2
2021-3,-1.5766666666666662,-0.07407516223205292,Hyderabad,4
2021-3,-2.2799999999999985,-0.027229841968032395,Imphal,4
2021-3,0.009999999999999787,-0.012093473454948114,Indore,2
2021-3,0.009999999999999787,-0.017015780272776115,Jabalpur,2
2021-3,-5.443333333333332,-0.013262295034601232,Jaipur,4
2021-3,-0.0600000000000005,-0.012423247171605672,Jalandhar,4
2021-3,-5.443333333333332,-0.007042833575827023,Jodhpur,4
2021-3,-0.1999999999999993,-0.0375094911944039,Kanpur,4
2021-3,-7.510000000000002,-0.02853431083516996,Kochi,4
2021-3,-2.2799999999999985,-0.014887331170424956,Kohima,4
2021-3,-9.17666666666667,-0.00990967534562398,Kolkata,4
2021-3,-5.443333333333332,0.0016270928988423305,Kota,3
2021-3,-7.510000000000002,-0.04945358134044322,Kozhikode,4
2021-3,-0.1999999999999993,-0.03721985546474953,Lucknow,4
2021-3,-0.0600000000000005,-0.0015768881999563,Ludhiana,4
2021-3,-2.063333333333332,-0.01390911914428608,Mangalore,4
2021-3,-0.1999999999999993,-0.011897283147900256,Meerut,4
2021-3,-0.1999999999999993,-0.019109307580746873,Moradabad,4
2021-3,-0.7799999999999994,-0.08338637572915447,Mumbai,4
2021-3,-2.063333333333332,-0.021839847278141505,Mysuru,4
2021-3,-0.7799999999999994,-0.024063123434010833,Nashik,4
2021-3,0.24333333333333584,-0.03494884468809123,Patna,2
2021-3,-0.1999999999999993,-0.05568452756225724,Prayagraj,4
2021-3,-14.830000000000002,0.02526900645455904,Puducherry,3
2021-3,-0.7799999999999994,-0.06327864589452797,Pune,4
2021-3,-2.58,0.002967117919559857,Shillong,3
2021-3,-0.7799999999999994,-0.01867566261443067,Solapur,4
2021-3,5.493333333333336,-0.023060658736583972,Srinagar,2
2021-3,-7.510000000000002,-0.002717853976801597,Thiruvananthapuram,4
2021-3,-0.1999999999999993,-0.05593291476663617,Varanasi,4
2021-3,-1.3099999999999996,0.10215659406590683,Visakhapatnam,3
2021-3,-1.9966666666666668,-0.007469364726839789,Gangtok,4
2021-4,-2.043333333333333,0.10147848614098628,Agartala,3
2021-4,-1.0,0.19268910917464638,Agra,3
2021-4,0.16000000000000014,0.019545021000475452,Aizwal,1
2021-4,0.8766666666666678,0.18754708987696342,Amritsar,1
2021-4,-0.6566666666666663,-0.015559309253810466,Asansol,4
2021-4,-0.12666666666666693,0.04996194147772892,Aurangabad,3
2021-4,-1.0,0.1853683358189775,Bareilly,3
2021-4,-0.3133333333333337,0.06875725534298795,Belgaum,3
2021-4,-0.3133333333333337,0.06618855400208341,Bengaluru,3
2021-4,-0.7099999999999995,0.07683309427699554,Bhopal,3
2021-4,0.8766666666666678,0.07011084403768919,Chandigarh,1
2021-4,-0.3733333333333331,0.05929636044268097,Chennai,3
2021-4,-0.3733333333333331,0.05371179867551792,Coimbatore,3
2021-4,-0.686666666666667,0.03421340006077801,Dehradun,3
2021-4,-2.9899999999999984,0.3575042162936329,Delhi,3
2021-4,3.016666666666673,0.42617913575897903,Faridabad,1
2021-4,0.24999999999999978,0.03414124722348977,Gandhinagar,1
2021-4,-1.0,0.41006853536181753,Ghaziabad,3
2021-4,-1.0,0.13655045502904678,Gorakhpur,3
2021-4,-0.7099999999999995,0.08515421709919048,Gwalior,3
2021-4,-0.623333333333334,0.16031891787711455,Hyderabad,3
2021-4,0.16000000000000014,0.03321061660113726,Imphal,1
2021-4,-0.7099999999999995,0.08740160856608356,Indore,3
2021-4,-0.7099999999999995,0.07048432877439341,Jabalpur,3
2021-4,3.75,0.1133532364604202,Jaipur,1
2021-4,0.8766666666666678,0.1770624232738794,Jalandhar,1
2021-4,3.75,0.07578372714494752,Jodhpur,1
2021-4,-1.0,0.18402679198288063,Kanpur,3
2021-4,-1.7033333333333314,0.07176860097146223,Kochi,3
2021-4,0.16000000000000014,0.02125916087192002,Kohima,1
2021-4,-0.6566666666666663,0.44974069377016784,Kolkata,3
2021-4,3.75,0.08554974777235694,Kota,1
2021-4,-1.7033333333333314,0.11085908893949159,Kozhikode,3
2021-4,-1.0,0.1916541925392975,Lucknow,3
2021-4,0.8766666666666678,0.15583302841566443,Ludhiana,1
2021-4,-0.3133333333333337,0.037846155418131085,Mangalore,3
2021-4,-1.0,0.13755159076203377,Meerut,3
2021-4,-1.0,0.14781062422111352,Moradabad,3
2021-4,-0.12666666666666693,0.09046868091317767,Mumbai,3
2021-4,-0.3133333333333337,0.0567664022629598,Mysuru,3
2021-4,-0.12666666666666693,0.08687907506926129,Nashik,3
2021-4,2.6866666666666674,0.18887036420813932,Patna,1
2021-4,-1.0,0.1697393925012255,Prayagraj,3
2021-4,-3.5966666666666667,-0.0063025405645369265,Puducherry,4
2021-4,-0.12666666666666693,0.177730216172025,Pune,3
2021-4,0.8533333333333333,0.02412202186714922,Shillong,1
2021-4,-0.12666666666666693,0.04975019136165985,Solapur,3
2021-4,2.6599999999999966,0.12968225523892113,Srinagar,1
2021-4,-1.7033333333333314,0.02658269449049353,Thiruvananthapuram,3
2021-4,-1.0,0.2065800854717981,Varanasi,3
2021-4,-1.3066666666666675,-0.11139835282099911,Visakhapatnam,4
2021-4,9.98,0.007472255571226397,Gangtok,1
2022-1,0.9666666666666668,0.007777075315310411,Agartala,1
2022-1,-1.2899999999999996,-0.057299285442852343,Agra,4
2022-1,-0.12666666666666693,0.02094432555919716,Aizwal,3
2022-1,0.11666666666666714,-0.07192264195205056,Amritsar,2
2022-1,-0.4466666666666663,0.02492691622530155,Asansol,3
2022-1,-0.08000000000000007,-0.008038381302007847,Aurangabad,4
2022-1,-1.2899999999999996,-0.06847472318724518,Bareilly,4
2022-1,0.3266666666666669,-0.0065994390585567275,Belgaum,2
2022-1,0.3266666666666669,0.0026288168544523483,Bengaluru,1
2022-1,0.2033333333333336,-0.01394006709619941,Bhopal,2
2022-1,0.11666666666666714,-0.029201181368901902,Chandigarh,2
2022-1,-1.4233333333333338,-0.0381097412518944,Chennai,4
2022-1,-1.4233333333333338,-0.00620940066079903,Coimbatore,4
2022-1,0.030000000000000693,-0.006083110103861908,Dehradun,2
2022-1,0.7133333333333329,-0.14827295535557583,Delhi,2
2022-1,-4.38666666666667,-0.14828945818389944,Faridabad,4
2022-1,-0.009999999999999787,0.004109219434882766,Gandhinagar,3
2022-1,-1.2899999999999996,-0.1292722439261541,Ghaziabad,4
2022-1,-1.2899999999999996,-0.03953108894693022,Gorakhpur,4
2022-1,0.2033333333333336,-0.02513514516400034,Gwalior,2
2022-1,3.253333333333333,0.0020417239173838586,Hyderabad,1
2022-1,-0.12666666666666693,0.062166009957135046,Imphal,3
2022-1,0.2033333333333336,-0.012330475321825352,Indore,2
2022-1,0.2033333333333336,-0.020622791599328408,Jabalpur,2
2022-1,-0.34999999999999787,-0.04275278742940361,Jaipur,4
2022-1,0.11666666666666714,-0.06745373077287659,Jalandhar,2
2022-1,-0.34999999999999787,-0.024180613284360247,Jodhpur,4
2022-1,-1.2899999999999996,-0.054420181768807085,Kanpur,4
2022-1,-0.8433333333333337,-0.0049328249233213245,Kochi,4
2022-1,-0.12666666666666693,0.011476071023626251,Kohima,3
2022-1,-0.4466666666666663,-0.0500425561431137,Kolkata,4
2022-1,-0.34999999999999787,-0.02837493339923658,Kota,4
2022-1,-0.8433333333333337,-0.03874772373044558,Kozhikode,4
2022-1,-1.2899999999999996,-0.056816098211496774,Lucknow,4
2022-1,0.11666666666666714,-0.07025262985939801,Ludhiana,2
2022-1,0.3266666666666669,-0.0040307525408298794,Mangalore,2
2022-1,-1.2899999999999996,-0.049555373209574205,Meerut,4
2022-1,-1.2899999999999996,-0.0604551296873283,Moradabad,4
2022-1,-0.08000000000000007,0.01044409753356218,Mumbai,3
2022-1,0.3266666666666669,0.005699958926198734,Mysuru,1
2022-1,-0.08000000000000007,-0.012132092152801394,Nashik,4
2022-1,-1.0200000000000014,-0.06272282097450388,Patna,4
2022-1,-1.2899999999999996,-0.0560540747330438,Prayagraj,4
2022-1,-0.9466666666666672,-0.029347771043126678,Puducherry,4
2022-1,-0.08000000000000007,0.006826577246938081,Pune,3
2022-1,-0.22666666666666657,0.0025334647913574787,Shillong,3
2022-1,-0.08000000000000007,-0.004586302946157597,Solapur,4
2022-1,-1.6766666666666623,0.05090048307456435,Srinagar,3
2022-1,-0.8433333333333337,0.0034271934984828473,Thiruvananthapuram,3
2022-1,-1.2899999999999996,-0.0793983546000373,Varanasi,4
2022-1,1.7033333333333331,0.010421072633971296,Visakhapatnam,1
2022-2,0.1366666666666685,-0.1126919217855673,Agartala,2
2022-2,-0.4066666666666672,-0.10108566403150895,Agra,4
2022-2,0.16999999999999993,-0.03730298353020223,Aizwal,2
2022-2,-0.11000000000000121,-0.07667570366975082,Amritsar,4
2022-2,-0.3466666666666667,-0.006504094523256704,Asansol,4
2022-2,-0.1800000000000006,-0.031992997052809946,Aurangabad,4
2022-2,-0.4066666666666672,-0.05864142067841416,Bareilly,4
2022-2,1.3133333333333335,-0.04495313699498053,Belgaum,2
2022-2,1.3133333333333335,-0.03181587434760441,Bengaluru,2
2022-2,-1.2033333333333336,-0.04081481820819281,Bhopal,4
2022-2,-0.11000000000000121,-0.04643929572135877,Chandigarh,4
2022-2,-1.4300000000000002,-0.05581478826715594,Chennai,4
2022-2,-1.4300000000000002,-0.03510449646715699,Coimbatore,4
2022-2,1.7633333333333336,-0.019908465714058812,Dehradun,2
2022-2,0.9500000000000011,-0.22914100503053464,Delhi,2
2022-2,2.956666666666667,-0.17864469493605473,Faridabad,2
2022-2,0.40666666666666673,-0.05206715978074519,Gandhinagar,2
2022-2,-0.4066666666666672,-0.18769172372246906,Ghaziabad,4
2022-2,-0.4066666666666672,-0.0823891395147518,Gorakhpur,4
2022-2,-1.2033333333333336,-0.05254166455417614,Gwalior,4
2022-2,3.0300000000000002,-0.09362762544510847,Hyderabad,2
2022-2,0.16999999999999993,-0.07130012571266474,Imphal,2
2022-2,-1.2033333333333336,-0.0668372871499519,Indore,4
2022-2,-1.2033333333333336,-0.026227240113664757,Jabalpur,4
2022-2,1.649999999999995,-0.06079845181385586,Jaipur,2
2022-2,-0.11000000000000121,-0.08316790640367713,Jalandhar,4
2022-2,1.649999999999995,-0.043599285820323914,Jodhpur,2
2022-2,-0.4066666666666672,-0.07425388062741944,Kanpur,4
2022-2,0.11666666666666714,-0.03734072136378372,Kochi,2
2022-2,0.16999999999999993,-0.024910737048874372,Kohima,2
2022-2,-0.3466666666666667,-0.4474654480130455,Kolkata,4
2022-2,1.649999999999995,-0.05954260071083707,Kota,2
2022-2,0.11666666666666714,-0.01676207022594274,Kozhikode,2
2022-2,-0.4066666666666672,-0.07087610030083011,Lucknow,4
2022-2,-0.11000000000000121,-0.06787181442043413,Ludhiana,4
2022-2,1.3133333333333335,-0.02029511471595609,Mangalore,2
2022-2,-0.4066666666666672,-0.0693510860512514,Meerut,4
2022-2,-0.4066666666666672,-0.05085302900477126,Moradabad,4
2022-2,-0.1800000000000006,-0.06415275482972516,Mumbai,4
2022-2,1.3133333333333335,-0.03995038736679978,Mysuru,2
2022-2,-0.1800000000000006,-0.058748662792481296,Nashik,4
2022-2,2.2300000000000004,-0.1100132435435753,Patna,2
2022-2,-0.4066666666666672,-0.06965755849569336,Prayagraj,4
2022-2,-1.233333333333333,0.028244007272215405,Puducherry,3
2022-2,-0.1800000000000006,-0.14152153666569328,Pune,4
2022-2,1.233333333333333,-0.038415272569225244,Shillong,2
2022-2,-0.1800000000000006,-0.028518520869012312,Solapur,4
2022-2,-0.7333333333333343,-0.16231076797871286,Srinagar,4
2022-2,0.11666666666666714,-0.02690011169014081,Thiruvananthapuram,2
2022-2,-0.4066666666666672,-0.09174933874128247,Varanasi,4
2022-2,-2.7733333333333334,-0.033488203598662336,Visakhapatnam,4
2022-2,-0.3533333333333335,0.0018948093092574295,Gangtok,3
2022-3,-0.7900000000000027,-0.008141406300588835,Agartala,4
2022-3,0.3500000000000001,-0.02898306206076641,Agra,2
2022-3,-0.7833333333333332,-0.0048569602290952744,Aizwal,4
2022-3,-0.5633333333333326,-0.05266776389790455,Amritsar,4
2022-3,0.5166666666666666,-0.014290748993505492,Asansol,2
2022-3,-0.273333333333333,-0.01625135469777384,Aurangabad,4
2022-3,0.3500000000000001,-0.08875711859531502,Bareilly,2
2022-3,-0.06666666666666687,-0.01960808534882428,Belgaum,4
2022-3,-0.06666666666666687,-0.05612785244154121,Bengaluru,4
2022-3,0.74,-0.027469606986291653,Bhopal,2
2022-3,-0.5633333333333326,-0.019155412406187122,Chandigarh,4
2022-3,0.1800000000000006,-0.00048254890707200015,Chennai,2
2022-3,0.1800000000000006,-0.015826074221654204,Coimbatore,2
2022-3,-2.780000000000001,0.08742785690848426,Delhi,3
2022-3,-2.9499999999999993,-0.11257822133165746,Faridabad,4
2022-3,0.020000000000000018,0.010203635739761005,Gandhinagar,1
2022-3,0.3500000000000001,-0.11667204163127104,Ghaziabad,2
2022-3,0.3500000000000001,-0.050996507665503954,Gorakhpur,2
2022-3,0.74,-0.0037916599789572514,Gwalior,2
2022-3,-3.9299999999999997,-0.0985235208845634,Hyderabad,4
2022-3,-0.7833333333333332,-0.027994272503776813,Imphal,4
2022-3,0.74,-0.016067269254244447,Indore,2
2022-3,0.74,-0.018622117316699757,Jabalpur,2
2022-3,-7.793333333333333,0.004995410464400232,Jaipur,3
2022-3,-0.5633333333333326,-0.03944354996956116,Jalandhar,4
2022-3,-7.793333333333333,-0.015661563080011258,Jodhpur,4
2022-3,0.3500000000000001,-0.06948866402922285,Kanpur,2
2022-3,-0.7333333333333343,-0.03178875860985693,Kochi,4
2022-3,-0.7833333333333332,-0.009756546339523352,Kohima,4
2022-3,0.5166666666666666,-0.06204276192435401,Kolkata,2
2022-3,-7.793333333333333,0.025240792350840632,Kota,3
2022-3,-0.7333333333333343,-0.05832753867709848,Kozhikode,4
2022-3,0.3500000000000001,-0.08538598062361824,Lucknow,2
2022-3,-0.5633333333333326,-0.02711543329888269,Ludhiana,4
2022-3,-0.06666666666666687,-0.017288454678031,Mangalore,4
2022-3,0.3500000000000001,-0.05471786595504581,Meerut,2
2022-3,0.3500000000000001,-0.05643446466589644,Moradabad,2
2022-3,-0.273333333333333,-0.0888156827183447,Mumbai,4
2022-3,-0.06666666666666687,-0.028369500451129577,Mysuru,4
2022-3,-0.273333333333333,-0.017154836349448352,Nashik,4
2022-3,2.7233333333333327,-0.06321826133225296,Patna,2
2022-3,0.3500000000000001,-0.03869634501990013,Prayagraj,2
2022-3,-1.1766666666666667,-0.009002146306646738,Puducherry,4
2022-3,-0.273333333333333,-0.05239624740303383,Pune,4
2022-3,-1.3799999999999997,0.011640623359231446,Shillong,3
2022-3,-0.273333333333333,-0.02390340310207731,Solapur,4
2022-3,3.1633333333333304,-0.025724625934304246,Srinagar,2
2022-3,-0.7333333333333343,-0.0023597314595274893,Thiruvananthapuram,4
2022-3,0.3500000000000001,-0.05674940267848369,Varanasi,2
2022-3,1.086666666666667,0.08582893431772634,Visakhapatnam,1
2022-3,-3.156666666666667,-0.009023834469152836,Gangtok,4
